VentaID,Fecha,ClienteID,Segmento,Producto,Categoria,Region,Canal,Cantidad,PrecioUnitario,Descuento,VentaNeta,Margen,MedioPago
V01566,2024-05-11,C0246,Empresa,Guantes de trabajo,Seguridad,Cusco,Tienda,7,22,0.1,138.6,33.56,Yape
V01567,2025-05-24,C0067,Profesional,Guantes de trabajo,Seguridad,Arequipa,Web,7,22,0.05,146.3,34.82,Efectivo
V01568,2025-07-19,C0457,Hogar,Tubo PVC 1/2,Plomería,Cusco,Tienda,3,8,0.05,22.8,7.18,Transferencia
V01569,2025-10-25,C0290,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,4,18,0.0,72.0,17.06,Yape
V01570,2024-08-30,C0059,Empresa,Brocha 3 pulgadas,Pinturas,Junín,Marketplace,1,18,0.05,17.1,2.89,Yape
V01571,2025-01-24,C0091,Profesional,Foco LED,Electricidad,Lima,Tienda,5,15,0.05,71.25,17.34,Efectivo
V01572,2024-05-13,C0402,Hogar,Martillo profesional,Herramientas,Piura,Marketplace,6,65,0.05,370.5,118.56,Efectivo
V01573,2025-03-04,C0324,Hogar,Alicate,Herramientas,Lima,Web,6,38,0.0,228.0,67.86,Efectivo
V01574,2025-06-04,C0488,Profesional,Foco LED,Electricidad,Piura,Tienda,6,15,0.05,85.5,15.69,Plin
V01575,2024-10-26,C0468,Empresa,Pintura látex 4L,Pinturas,Piura,Tienda,1,95,0.05,90.25,19.38,Transferencia
V01576,2024-09-14,C0247,Empresa,Cable eléctrico 10m,Electricidad,Junín,Tienda,6,42,0.0,252.0,76.06,Yape
V01577,2024-07-06,C0456,Profesional,Cable eléctrico 10m,Electricidad,Cusco,Web,7,42,0.05,279.3,86.56,Plin
V01578,2024-01-27,C0370,Hogar,Tubo PVC 1/2,Plomería,La Libertad,App,6,8,0.1,43.2,8.3,Transferencia
V01579,2025-05-30,C0127,Hogar,Alicate,Herramientas,Lima,Marketplace,7,38,0.03,258.02,51.95,Yape
V01580,2024-04-26,C0108,Hogar,Tubo PVC 1/2,Plomería,Arequipa,Tienda,3,8,0.03,23.28,6.58,Efectivo
V01581,2025-02-10,C0141,Hogar,Taladro inalámbrico,Herramientas,Lima,Marketplace,3,260,0.05,741.0,126.46,Yape
V01582,2025-07-06,C0483,Hogar,Guantes de trabajo,Seguridad,Lima,Tienda,4,22,0.03,85.36,17.5,Efectivo
V01583,2025-09-09,C0261,Hogar,Cable eléctrico 10m,Electricidad,Piura,Web,7,42,0.03,285.18,39.42,Transferencia
V01584,2024-03-21,C0156,Empresa,Casco de seguridad,Seguridad,Junín,Web,5,35,0.0,175.0,48.28,Transferencia
V01585,2025-10-05,C0119,Profesional,Foco LED,Electricidad,La Libertad,Tienda,7,15,0.05,99.75,24.1,Yape
V01586,2025-01-20,C0079,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,6,35,0.0,210.0,56.26,Efectivo
V01587,2024-06-06,C0087,Profesional,Guantes de trabajo,Seguridad,Junín,Web,5,22,0.05,104.5,32.48,Plin
V01588,2025-05-08,C0054,Hogar,Taladro inalámbrico,Herramientas,Junín,Web,3,260,0.03,756.6,177.34,Transferencia
V01589,2025-12-07,C0335,Empresa,Llave de paso,Plomería,Lima,App,2,28,0.03,54.32,11.81,Plin
V01590,2024-04-21,C0178,Hogar,Guantes de trabajo,Seguridad,Junín,App,1,22,0.1,19.8,3.75,Tarjeta
V01591,2024-06-21,C0488,Profesional,Casco de seguridad,Seguridad,Junín,Marketplace,2,35,0.03,67.9,10.86,Efectivo
V01592,2025-07-17,C0164,Hogar,Foco LED,Electricidad,Cusco,Tienda,7,15,0.05,99.75,15.71,Transferencia
V01593,2025-06-11,C0025,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,1,18,0.05,17.1,2.52,Transferencia
V01594,2025-08-21,C0101,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Marketplace,2,8,0.0,16.0,4.56,Efectivo
V01595,2024-05-13,C0360,Hogar,Foco LED,Electricidad,Piura,App,2,15,0.03,29.1,4.7,Efectivo
V01596,2024-04-12,C0364,Profesional,Guantes de trabajo,Seguridad,Arequipa,App,5,22,0.0,110.0,34.58,Tarjeta
V01597,2024-09-02,C0255,Hogar,Casco de seguridad,Seguridad,Piura,Marketplace,6,35,0.1,189.0,46.82,Transferencia
V01598,2024-12-19,C0310,Empresa,Guantes de trabajo,Seguridad,Arequipa,Tienda,5,22,0.0,110.0,13.63,Tarjeta
V01599,2025-02-19,C0177,Hogar,Pintura látex 4L,Pinturas,Arequipa,Web,7,95,0.05,631.75,106.48,Tarjeta
V01600,2024-02-10,C0009,Hogar,Cemento 42.5kg,Construcción,Cusco,Tienda,5,32,0.05,152.0,38.66,Tarjeta
V01601,2025-10-09,C0090,Hogar,Guantes de trabajo,Seguridad,Cusco,Web,6,22,0.0,132.0,35.24,Tarjeta
V01602,2024-07-02,C0309,Profesional,Casco de seguridad,Seguridad,Piura,Tienda,5,35,0.08,161.0,23.87,Yape
V01603,2025-11-29,C0189,Profesional,Cemento 42.5kg,Construcción,Piura,Tienda,2,32,0.0,64.0,20.17,Transferencia
V01604,2024-04-16,C0049,Hogar,Tubo PVC 1/2,Plomería,Lima,App,5,8,0.0,40.0,9.03,Yape
V01605,2024-08-16,C0497,Hogar,Pintura látex 4L,Pinturas,La Libertad,App,5,95,0.05,451.25,60.28,Efectivo
V01606,2025-06-17,C0370,Hogar,Pintura látex 4L,Pinturas,Lima,Tienda,5,95,0.03,460.75,132.04,Transferencia
V01607,2024-04-21,C0232,Hogar,Foco LED,Electricidad,La Libertad,Tienda,4,15,0.05,57.0,17.14,Plin
V01608,2024-08-28,C0121,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,4,35,0.05,133.0,38.8,Plin
V01609,2024-02-10,C0135,Profesional,Alicate,Herramientas,Piura,Web,2,38,0.03,73.72,16.75,Efectivo
V01610,2025-09-18,C0281,Profesional,Taladro inalámbrico,Herramientas,Junín,Tienda,3,260,0.0,780.0,117.05,Tarjeta
V01611,2024-02-05,C0102,Hogar,Cemento 42.5kg,Construcción,La Libertad,Tienda,3,32,0.03,93.12,30.81,Yape
V01612,2025-07-05,C0046,Profesional,Foco LED,Electricidad,Cusco,Tienda,1,15,0.03,14.55,2.73,Plin
V01613,2025-07-31,C0466,Hogar,Brocha 3 pulgadas,Pinturas,Lima,App,7,18,0.03,122.22,40.52,Yape
V01614,2025-12-20,C0245,Empresa,Cemento 42.5kg,Construcción,La Libertad,Marketplace,3,32,0.0,96.0,23.17,Transferencia
V01615,2024-11-20,C0494,Empresa,Casco de seguridad,Seguridad,Piura,App,6,35,0.05,199.5,45.89,Efectivo
V01616,2025-02-23,C0006,Hogar,Cemento 42.5kg,Construcción,La Libertad,Web,5,32,0.03,155.2,48.51,Plin
V01617,2025-11-13,C0112,Hogar,Casco de seguridad,Seguridad,Lima,App,4,35,0.0,140.0,20.03,Tarjeta
V01618,2025-10-13,C0256,Empresa,Alicate,Herramientas,Arequipa,Tienda,2,38,0.03,73.72,14.28,Tarjeta
V01619,2025-10-25,C0481,Profesional,Martillo profesional,Herramientas,La Libertad,Tienda,5,65,0.0,325.0,98.34,Efectivo
V01620,2024-03-27,C0123,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,3,35,0.0,105.0,13.42,Plin
V01621,2024-07-04,C0098,Profesional,Llave de paso,Plomería,Piura,App,5,28,0.0,140.0,26.85,Plin
V01622,2024-03-07,C0027,Hogar,Martillo profesional,Herramientas,Piura,Tienda,1,65,0.03,63.05,20.98,Tarjeta
V01623,2024-12-17,C0462,Hogar,Taladro inalámbrico,Herramientas,Piura,App,4,260,0.0,1040.0,243.49,Tarjeta
V01624,2024-12-10,C0314,Empresa,Casco de seguridad,Seguridad,Cusco,App,4,35,0.08,128.8,24.13,Tarjeta
V01625,2025-06-20,C0218,Hogar,Llave de paso,Plomería,Junín,Tienda,5,28,0.08,128.8,20.29,Efectivo
V01626,2024-04-08,C0299,Hogar,Alicate,Herramientas,Junín,Tienda,1,38,0.08,34.96,6.51,Transferencia
V01627,2025-07-26,C0126,Hogar,Llave de paso,Plomería,Piura,Tienda,4,28,0.05,106.4,20.58,Transferencia
V01628,2025-07-10,C0352,Hogar,Llave de paso,Plomería,Piura,App,3,28,0.03,81.48,17.92,Efectivo
V01629,2024-09-28,C0489,Profesional,Guantes de trabajo,Seguridad,La Libertad,Tienda,6,22,0.05,125.4,19.15,Plin
V01630,2024-10-21,C0338,Hogar,Cemento 42.5kg,Construcción,Junín,Tienda,2,32,0.05,60.8,12.86,Plin
V01631,2024-05-13,C0278,Empresa,Taladro inalámbrico,Herramientas,Junín,App,2,260,0.0,520.0,156.17,Transferencia
V01632,2025-12-22,C0361,Hogar,Cable eléctrico 10m,Electricidad,Arequipa,Tienda,4,42,0.08,154.56,50.58,Transferencia
V01633,2025-11-11,C0080,Hogar,Alicate,Herramientas,Piura,Tienda,1,38,0.05,36.1,10.96,Efectivo
V01634,2024-07-03,C0258,Profesional,Pintura látex 4L,Pinturas,Cusco,Tienda,1,95,0.05,90.25,27.66,Yape
V01635,2024-02-12,C0137,Hogar,Cemento 42.5kg,Construcción,Piura,Tienda,6,32,0.08,176.64,33.68,Tarjeta
V01636,2024-11-09,C0346,Profesional,Llave de paso,Plomería,Cusco,Marketplace,1,28,0.08,25.76,4.54,Efectivo
V01637,2024-09-15,C0011,Hogar,Alicate,Herramientas,Arequipa,Marketplace,3,38,0.0,114.0,32.48,Tarjeta
V01638,2025-09-29,C0327,Hogar,Brocha 3 pulgadas,Pinturas,Piura,App,1,18,0.05,17.1,3.65,Efectivo
V01639,2024-08-15,C0379,Hogar,Guantes de trabajo,Seguridad,Piura,Tienda,4,22,0.03,85.36,25.56,Yape
V01640,2025-07-06,C0077,Empresa,Taladro inalámbrico,Herramientas,Piura,App,1,260,0.0,260.0,32.6,Transferencia
V01641,2025-11-11,C0350,Hogar,Foco LED,Electricidad,Piura,Marketplace,5,15,0.05,71.25,10.49,Plin
V01642,2025-10-13,C0053,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,7,35,0.0,245.0,69.11,Tarjeta
V01643,2024-12-10,C0495,Profesional,Tubo PVC 1/2,Plomería,Cusco,Web,5,8,0.03,38.8,4.79,Yape
V01644,2025-08-08,C0443,Hogar,Brocha 3 pulgadas,Pinturas,Junín,Tienda,4,18,0.05,68.4,17.43,Plin
V01645,2024-08-11,C0499,Profesional,Guantes de trabajo,Seguridad,Junín,Tienda,7,22,0.03,149.38,26.84,Tarjeta
V01646,2024-10-30,C0116,Profesional,Brocha 3 pulgadas,Pinturas,Lima,Tienda,3,18,0.1,48.6,10.44,Plin
V01647,2024-01-17,C0396,Hogar,Casco de seguridad,Seguridad,Junín,App,7,35,0.0,245.0,77.83,Transferencia
V01648,2024-06-02,C0030,Profesional,Foco LED,Electricidad,Lima,Tienda,5,15,0.05,71.25,9.33,Tarjeta
V01649,2025-04-13,C0404,Profesional,Foco LED,Electricidad,Arequipa,Web,4,15,0.0,60.0,17.63,Tarjeta
V01650,2025-08-06,C0295,Hogar,Brocha 3 pulgadas,Pinturas,Cusco,Web,6,18,0.03,104.76,28.61,Yape
V01651,2025-10-23,C0056,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Tienda,1,8,0.08,7.36,1.82,Plin
V01652,2024-08-05,C0425,Profesional,Cemento 42.5kg,Construcción,Lima,Tienda,7,32,0.05,212.8,53.3,Plin
V01653,2025-06-05,C0367,Hogar,Tubo PVC 1/2,Plomería,Piura,App,2,8,0.03,15.52,3.42,Plin
V01654,2025-01-17,C0404,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,7,95,0.03,645.05,205.4,Yape
V01655,2025-12-05,C0382,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Marketplace,5,260,0.05,1235.0,282.65,Yape
V01656,2025-12-20,C0057,Hogar,Martillo profesional,Herramientas,Piura,Tienda,7,65,0.08,418.6,70.22,Plin
V01657,2025-10-20,C0137,Hogar,Cemento 42.5kg,Construcción,Cusco,App,7,32,0.05,212.8,45.05,Plin
V01658,2025-10-22,C0132,Empresa,Alicate,Herramientas,Arequipa,Tienda,1,38,0.08,34.96,5.18,Tarjeta
V01659,2024-09-25,C0002,Hogar,Tubo PVC 1/2,Plomería,Junín,Tienda,5,8,0.03,38.8,5.44,Plin
V01660,2025-10-24,C0169,Hogar,Guantes de trabajo,Seguridad,La Libertad,Tienda,6,22,0.08,121.44,18.44,Yape
V01661,2025-11-18,C0337,Profesional,Guantes de trabajo,Seguridad,Junín,Tienda,6,22,0.03,128.04,29.32,Yape
V01662,2025-03-12,C0339,Profesional,Casco de seguridad,Seguridad,Junín,Tienda,7,35,0.03,237.65,63.6,Yape
V01663,2024-10-06,C0355,Empresa,Taladro inalámbrico,Herramientas,Junín,App,4,260,0.05,988.0,286.66,Efectivo
V01664,2024-04-10,C0296,Hogar,Foco LED,Electricidad,Cusco,Tienda,1,15,0.03,14.55,3.69,Plin
V01665,2025-07-01,C0264,Profesional,Tubo PVC 1/2,Plomería,Junín,Tienda,3,8,0.08,22.08,4.7,Plin
V01666,2025-04-30,C0073,Empresa,Pintura látex 4L,Pinturas,La Libertad,Tienda,5,95,0.03,460.75,121.69,Transferencia
V01667,2025-07-08,C0328,Profesional,Taladro inalámbrico,Herramientas,Arequipa,Web,3,260,0.03,756.6,210.84,Efectivo
V01668,2024-03-31,C0238,Profesional,Foco LED,Electricidad,Cusco,Tienda,5,15,0.03,72.75,18.94,Tarjeta
V01669,2025-08-28,C0183,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Marketplace,3,8,0.1,21.6,5.0,Plin
V01670,2025-12-05,C0100,Hogar,Guantes de trabajo,Seguridad,Junín,Web,7,22,0.08,141.68,43.24,Plin
V01671,2025-03-15,C0132,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,App,2,18,0.05,34.2,5.61,Efectivo
V01672,2025-12-30,C0195,Profesional,Guantes de trabajo,Seguridad,Piura,Web,4,22,0.08,80.96,24.19,Yape
V01673,2025-03-14,C0040,Profesional,Taladro inalámbrico,Herramientas,Piura,Web,1,260,0.03,252.2,59.14,Transferencia
V01674,2025-06-18,C0422,Empresa,Guantes de trabajo,Seguridad,Piura,App,1,22,0.0,22.0,4.34,Yape
V01675,2024-01-23,C0274,Profesional,Pintura látex 4L,Pinturas,Junín,Tienda,5,95,0.1,427.5,60.2,Yape
V01676,2024-12-13,C0351,Hogar,Alicate,Herramientas,Cusco,Tienda,1,38,0.05,36.1,9.83,Efectivo
V01677,2025-10-18,C0455,Profesional,Cemento 42.5kg,Construcción,Lima,Tienda,7,32,0.0,224.0,68.1,Efectivo
V01678,2025-08-26,C0497,Hogar,Pintura látex 4L,Pinturas,La Libertad,Marketplace,5,95,0.05,451.25,96.29,Plin
V01679,2025-03-31,C0380,Empresa,Casco de seguridad,Seguridad,Lima,Web,3,35,0.0,105.0,19.76,Tarjeta
V01680,2024-09-27,C0480,Hogar,Casco de seguridad,Seguridad,Junín,Web,4,35,0.05,133.0,35.6,Yape
V01681,2025-10-22,C0075,Empresa,Brocha 3 pulgadas,Pinturas,Arequipa,Web,4,18,0.05,68.4,9.25,Tarjeta
V01682,2025-06-20,C0189,Profesional,Taladro inalámbrico,Herramientas,Cusco,Web,6,260,0.0,1560.0,263.65,Yape
V01683,2025-05-25,C0173,Hogar,Llave de paso,Plomería,Lima,Tienda,2,28,0.0,56.0,6.74,Efectivo
V01684,2024-11-08,C0320,Hogar,Taladro inalámbrico,Herramientas,Lima,Tienda,4,260,0.05,988.0,270.55,Transferencia
V01685,2025-12-28,C0313,Profesional,Taladro inalámbrico,Herramientas,La Libertad,Web,6,260,0.0,1560.0,433.0,Tarjeta
V01686,2025-05-14,C0084,Hogar,Casco de seguridad,Seguridad,Cusco,Tienda,6,35,0.05,199.5,38.88,Transferencia
V01687,2024-08-20,C0337,Profesional,Alicate,Herramientas,Lima,Tienda,5,38,0.05,180.5,48.43,Plin
V01688,2025-10-08,C0467,Empresa,Alicate,Herramientas,Lima,App,6,38,0.1,205.2,45.68,Plin
V01689,2025-12-04,C0227,Profesional,Cemento 42.5kg,Construcción,Lima,App,5,32,0.0,160.0,20.86,Yape
V01690,2025-10-06,C0236,Hogar,Tubo PVC 1/2,Plomería,La Libertad,Tienda,5,8,0.05,38.0,6.95,Yape
V01691,2024-03-05,C0221,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Web,1,260,0.0,260.0,64.39,Efectivo
V01692,2025-03-17,C0457,Empresa,Guantes de trabajo,Seguridad,La Libertad,Web,7,22,0.05,146.3,18.06,Transferencia
V01693,2024-09-11,C0257,Hogar,Tubo PVC 1/2,Plomería,Cusco,Tienda,4,8,0.05,30.4,8.79,Tarjeta
V01694,2024-05-17,C0120,Hogar,Cemento 42.5kg,Construcción,Piura,Web,2,32,0.03,62.08,19.64,Yape
V01695,2025-12-18,C0498,Profesional,Tubo PVC 1/2,Plomería,La Libertad,Tienda,5,8,0.05,38.0,12.52,Efectivo
V01696,2025-09-01,C0086,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Web,5,18,0.03,87.3,25.54,Tarjeta
V01697,2025-01-06,C0189,Profesional,Foco LED,Electricidad,Junín,Tienda,5,15,0.0,75.0,17.43,Tarjeta
V01698,2024-11-13,C0297,Empresa,Brocha 3 pulgadas,Pinturas,Piura,Tienda,5,18,0.05,85.5,25.89,Yape
V01699,2024-03-31,C0006,Profesional,Alicate,Herramientas,Lima,Web,7,38,0.0,266.0,78.5,Tarjeta
V01700,2024-09-20,C0172,Hogar,Foco LED,Electricidad,La Libertad,Marketplace,6,15,0.0,90.0,14.04,Yape
V01701,2024-08-07,C0141,Hogar,Foco LED,Electricidad,Cusco,Web,1,15,0.03,14.55,3.21,Transferencia
V01702,2024-08-25,C0447,Empresa,Guantes de trabajo,Seguridad,Cusco,Tienda,6,22,0.03,128.04,32.46,Efectivo
V01703,2025-04-03,C0334,Empresa,Tubo PVC 1/2,Plomería,Arequipa,App,7,8,0.08,51.52,15.19,Plin
V01704,2025-10-08,C0096,Hogar,Casco de seguridad,Seguridad,Piura,App,5,35,0.05,166.25,47.43,Yape
V01705,2024-07-27,C0299,Hogar,Foco LED,Electricidad,Cusco,Marketplace,6,15,0.08,82.8,24.3,Transferencia
V01706,2024-12-21,C0180,Profesional,Tubo PVC 1/2,Plomería,Junín,Web,5,8,0.08,36.8,12.5,Plin
V01707,2024-10-02,C0316,Hogar,Tubo PVC 1/2,Plomería,Piura,Web,2,8,0.0,16.0,2.57,Plin
V01708,2024-09-06,C0042,Empresa,Foco LED,Electricidad,Junín,Web,4,15,0.08,55.2,12.01,Efectivo
V01709,2024-11-11,C0104,Profesional,Foco LED,Electricidad,Cusco,App,6,15,0.0,90.0,25.97,Tarjeta
V01710,2025-11-22,C0361,Hogar,Alicate,Herramientas,La Libertad,Tienda,2,38,0.03,73.72,10.62,Plin
V01711,2024-02-05,C0161,Hogar,Alicate,Herramientas,La Libertad,Tienda,6,38,0.0,228.0,74.55,Yape
V01712,2025-05-05,C0259,Hogar,Casco de seguridad,Seguridad,Arequipa,Tienda,4,35,0.03,135.8,42.77,Plin
V01713,2025-01-02,C0095,Empresa,Llave de paso,Plomería,La Libertad,Marketplace,2,28,0.03,54.32,7.81,Transferencia
V01714,2024-05-03,C0073,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,2,18,0.08,33.12,6.61,Tarjeta
V01715,2025-03-24,C0177,Hogar,Tubo PVC 1/2,Plomería,Junín,Tienda,6,8,0.05,45.6,10.67,Efectivo
V01716,2024-03-01,C0382,Profesional,Tubo PVC 1/2,Plomería,Piura,Tienda,2,8,0.0,16.0,5.12,Efectivo
V01717,2024-11-26,C0028,Empresa,Alicate,Herramientas,Lima,Web,7,38,0.0,266.0,54.81,Efectivo
V01718,2025-03-15,C0162,Hogar,Casco de seguridad,Seguridad,Arequipa,Web,2,35,0.03,67.9,14.86,Transferencia
V01719,2025-12-12,C0256,Hogar,Brocha 3 pulgadas,Pinturas,Cusco,App,7,18,0.05,119.7,23.44,Transferencia
V01720,2024-12-11,C0253,Profesional,Martillo profesional,Herramientas,Piura,Web,2,65,0.03,126.1,39.21,Transferencia
V01721,2024-08-19,C0027,Hogar,Tubo PVC 1/2,Plomería,Lima,Web,1,8,0.08,7.36,2.38,Transferencia
V01722,2024-10-05,C0253,Hogar,Brocha 3 pulgadas,Pinturas,Junín,Web,3,18,0.05,51.3,14.09,Tarjeta
V01723,2025-07-14,C0455,Hogar,Casco de seguridad,Seguridad,Cusco,Tienda,7,35,0.05,232.75,46.27,Plin
V01724,2024-03-25,C0163,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Marketplace,6,260,0.05,1482.0,436.8,Tarjeta
V01725,2025-06-08,C0079,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Web,1,260,0.05,247.0,67.96,Tarjeta
V01726,2024-05-13,C0064,Hogar,Casco de seguridad,Seguridad,Cusco,Marketplace,7,35,0.03,237.65,80.28,Efectivo
V01727,2024-05-02,C0384,Profesional,Pintura látex 4L,Pinturas,Piura,Tienda,3,95,0.05,270.75,85.27,Tarjeta
V01728,2025-03-18,C0147,Hogar,Brocha 3 pulgadas,Pinturas,Cusco,Tienda,5,18,0.05,85.5,14.74,Plin
V01729,2024-12-03,C0305,Hogar,Cable eléctrico 10m,Electricidad,La Libertad,Tienda,3,42,0.0,126.0,39.11,Plin
V01730,2024-02-21,C0349,Hogar,Tubo PVC 1/2,Plomería,Junín,Tienda,5,8,0.05,38.0,9.95,Yape
V01731,2024-07-29,C0084,Profesional,Alicate,Herramientas,La Libertad,Tienda,4,38,0.03,147.44,41.51,Yape
V01732,2025-03-25,C0196,Profesional,Cemento 42.5kg,Construcción,Junín,Marketplace,6,32,0.0,192.0,37.52,Tarjeta
V01733,2024-04-18,C0332,Hogar,Llave de paso,Plomería,Arequipa,Web,7,28,0.08,180.32,33.53,Efectivo
V01734,2024-05-28,C0436,Profesional,Taladro inalámbrico,Herramientas,Piura,App,2,260,0.03,504.4,149.38,Plin
V01735,2025-02-22,C0321,Empresa,Taladro inalámbrico,Herramientas,Lima,Tienda,6,260,0.08,1435.2,293.6,Tarjeta
V01736,2025-10-16,C0099,Profesional,Foco LED,Electricidad,Arequipa,Marketplace,1,15,0.03,14.55,4.22,Tarjeta
V01737,2025-04-11,C0052,Profesional,Martillo profesional,Herramientas,Lima,Tienda,6,65,0.05,370.5,101.99,Transferencia
V01738,2025-11-08,C0086,Profesional,Martillo profesional,Herramientas,Junín,Tienda,7,65,0.0,455.0,117.51,Tarjeta
V01739,2024-08-27,C0307,Profesional,Martillo profesional,Herramientas,Piura,Tienda,4,65,0.1,234.0,42.32,Efectivo
V01740,2024-10-24,C0220,Empresa,Cemento 42.5kg,Construcción,Piura,Tienda,4,32,0.1,115.2,22.25,Yape
V01741,2024-01-05,C0316,Profesional,Pintura látex 4L,Pinturas,La Libertad,Tienda,3,95,0.08,262.2,85.13,Yape
V01742,2024-12-21,C0328,Hogar,Llave de paso,Plomería,Arequipa,Tienda,2,28,0.0,56.0,8.15,Tarjeta
V01743,2025-05-12,C0129,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Marketplace,2,8,0.0,16.0,2.43,Transferencia
V01744,2024-07-17,C0260,Profesional,Cemento 42.5kg,Construcción,Lima,Tienda,6,32,0.05,182.4,58.31,Plin
V01745,2024-11-28,C0028,Profesional,Llave de paso,Plomería,La Libertad,Web,3,28,0.0,84.0,24.8,Efectivo
V01746,2024-08-16,C0493,Profesional,Martillo profesional,Herramientas,Cusco,Web,1,65,0.03,63.05,12.33,Transferencia
V01747,2025-01-04,C0112,Hogar,Martillo profesional,Herramientas,Piura,Marketplace,5,65,0.05,308.75,41.56,Plin
V01748,2025-03-17,C0087,Hogar,Cable eléctrico 10m,Electricidad,Junín,Marketplace,5,42,0.05,199.5,64.58,Efectivo
V01749,2024-03-21,C0383,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Web,5,8,0.0,40.0,13.33,Yape
V01750,2024-08-25,C0262,Profesional,Guantes de trabajo,Seguridad,Cusco,Tienda,6,22,0.08,121.44,29.57,Plin
V01751,2025-11-23,C0013,Hogar,Foco LED,Electricidad,Cusco,App,1,15,0.0,15.0,4.31,Efectivo
V01752,2025-05-16,C0209,Profesional,Guantes de trabajo,Seguridad,Arequipa,Tienda,1,22,0.03,21.34,6.14,Plin
V01753,2025-05-28,C0085,Hogar,Tubo PVC 1/2,Plomería,Lima,Marketplace,6,8,0.0,48.0,11.12,Tarjeta
V01754,2024-09-15,C0368,Hogar,Llave de paso,Plomería,Cusco,Web,2,28,0.03,54.32,8.17,Efectivo
V01755,2025-09-20,C0476,Empresa,Llave de paso,Plomería,Arequipa,Web,4,28,0.05,106.4,13.71,Yape
V01756,2024-03-21,C0470,Hogar,Martillo profesional,Herramientas,Cusco,App,2,65,0.05,123.5,35.76,Transferencia
V01757,2024-10-27,C0383,Empresa,Foco LED,Electricidad,La Libertad,Tienda,2,15,0.05,28.5,7.53,Tarjeta
V01758,2025-12-26,C0440,Hogar,Llave de paso,Plomería,Piura,Tienda,2,28,0.0,56.0,12.32,Transferencia
V01759,2025-04-09,C0176,Empresa,Casco de seguridad,Seguridad,La Libertad,Tienda,3,35,0.08,96.6,25.52,Plin
V01760,2024-05-01,C0422,Profesional,Taladro inalámbrico,Herramientas,Lima,Marketplace,4,260,0.05,988.0,198.36,Plin
V01761,2025-07-06,C0182,Hogar,Foco LED,Electricidad,La Libertad,Web,4,15,0.03,58.2,8.31,Tarjeta
V01762,2025-04-23,C0135,Profesional,Alicate,Herramientas,Cusco,Tienda,2,38,0.0,76.0,18.5,Transferencia
V01763,2025-10-03,C0258,Profesional,Martillo profesional,Herramientas,Lima,Web,1,65,0.05,61.75,8.67,Transferencia
V01764,2025-02-27,C0401,Hogar,Guantes de trabajo,Seguridad,La Libertad,Tienda,7,22,0.0,154.0,48.29,Tarjeta
V01765,2025-09-01,C0252,Profesional,Cable eléctrico 10m,Electricidad,Piura,Tienda,7,42,0.0,294.0,91.82,Transferencia
V01766,2025-11-03,C0461,Empresa,Cable eléctrico 10m,Electricidad,Junín,Web,3,42,0.1,113.4,19.55,Tarjeta
V01767,2024-06-15,C0449,Empresa,Taladro inalámbrico,Herramientas,Piura,Web,2,260,0.05,494.0,166.82,Yape
V01768,2025-06-14,C0077,Hogar,Foco LED,Electricidad,Arequipa,Tienda,2,15,0.08,27.6,4.47,Tarjeta
V01769,2025-02-01,C0128,Profesional,Pintura látex 4L,Pinturas,Lima,App,1,95,0.08,87.4,25.49,Plin
V01770,2024-09-24,C0094,Profesional,Casco de seguridad,Seguridad,Piura,App,3,35,0.05,99.75,20.34,Transferencia
V01771,2024-05-15,C0028,Hogar,Cable eléctrico 10m,Electricidad,Junín,Tienda,3,42,0.05,119.7,34.48,Yape
V01772,2025-04-15,C0336,Profesional,Foco LED,Electricidad,Junín,Tienda,3,15,0.0,45.0,11.26,Transferencia
V01773,2025-12-06,C0104,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,App,7,18,0.05,119.7,28.26,Plin
V01774,2024-02-01,C0316,Empresa,Martillo profesional,Herramientas,Arequipa,Tienda,6,65,0.1,351.0,115.41,Efectivo
V01775,2024-11-01,C0149,Profesional,Guantes de trabajo,Seguridad,Lima,Tienda,5,22,0.0,110.0,20.34,Tarjeta
V01776,2024-08-05,C0499,Hogar,Alicate,Herramientas,Lima,Marketplace,1,38,0.05,36.1,11.39,Yape
V01777,2024-02-23,C0252,Hogar,Martillo profesional,Herramientas,Piura,Web,1,65,0.1,58.5,16.22,Tarjeta
